refArea,State of public parks - bad ,State of the lighting network - bad,State of the lighting network - acceptable,Observation URI,references,State of the lighting network - good,publisher,State of public parks - good,Town,Existence of public parks - exists ,State of public parks - acceptable ,dataset
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Iaat,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Iaat,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ibl+Es-Saqi,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ibl Es-Saqi,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Idbil,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Idbil,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ighmid,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ighmid,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ijbaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ijbaa,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/North_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ijdaabrine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ijdaabrine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ilat,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ilat,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Insariyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Insariyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Izal,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Izal,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jaaita,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jaaita,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jadra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jadra,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jahliyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jahliyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jaj,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jaj,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jall+Ed-Dib,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jall Ed-Dib,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Janneh+Mar+Sarkis,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Janneh Mar Sarkis,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jarbata,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jarbata,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jarjouaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jarjouaa,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jarmaq,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jarmaq,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jbaa+En-Nabatiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jbaa En-Nabatiyeh,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jbaa+En-Nabatiyeh-Ein-Boswar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Jbaa En-Nabatiyeh-Ein-Boswar,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Tyre_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jbal+El-Botm,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jbal El-Botm,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jbeil,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Jbeil,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jbouleh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jbouleh,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jdaidet+Ghazir,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jdaidet Ghazir,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jdaidet+Marjaayoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jdaidet Marjaayoun,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jdeidet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jdeidet Ech-Chouf,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jdidet+Ej-Joumeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jdidet Ej-Joumeh,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jdita,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jdita,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jebrayel,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jebrayel,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jenjlaya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jenjlaya,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Tyre_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jennata,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jennata,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jensnaya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jensnaya,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jenta,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jenta,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jeoddayel+Jbeil,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jeoddayel Jbeil,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jermanya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jermanya,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jernaya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jernaya,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jezzine-Ain+Majdelin,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jezzine-Ain Majdelin,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jibchit,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Jibchit,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jiyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jmailiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jmailiyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Tyre_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jouaiya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jouaiya,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jouar+El-Haouz,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jouar El-Haouz,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Western_Beqaa_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Joubb+Jannine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Joubb Jannine,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Joun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Joun,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jounie+,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jounie ,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jouret+Arsoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jouret Arsoun,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jouret+Bedrane,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Jouret Bedrane,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jouret+E-Tourmos,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jouret E-Tourmos,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Jouret+El-Ballout,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jouret El-Ballout,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kafr,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kafr,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kafr+Harra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kafr Harra,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kafr+Hatna,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kafr Hatna,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kafr+Jarrah,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kafr Jarrah,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/North_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kafr+Saroun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Kafr Saroun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kafr+horra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kafr horra,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Bint_Jbeil_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kafra+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kafra Bent Jbeil,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Western_Beqaa_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kafraiya+West+Bekaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kafraiya West Bekaa,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/North_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kafraya+El-Koura,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kafraya El-Koura,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kafrkida,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kafrkida,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kafrnoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kafrnoun,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kafrya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kafrya,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/North_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kaftoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kaftoun,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kahef+Maloul,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kahef Maloul,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kahhaleh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kahhaleh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kahlouniet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kahlouniet Ech-Chouf,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Western_Beqaa_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kamed+El-Laouz,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Kamed El-Laouz,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Beqaa_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kaoukaba+Bou+Arab,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kaoukaba Bou Arab,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Hasbaya_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kaoukaba+Hasbaiya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Kaoukaba Hasbaiya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kaoutariyet+Es-Siyad,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kaoutariyet Es-Siyad,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Karkha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Karkha,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Karm+El-Mohr,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Karm El-Mohr,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Karm+Saddeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Karm Saddeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Karm+Zebdine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Karm Zebdine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ketermaya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ketermaya,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Keyfoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Keyfoun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Aabida,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Aabida,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Aamay,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Aamay,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Aaqab,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Aaqab,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/North_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Aaqqa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Aaqqa,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Baal,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Baal,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Beit,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Beit,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Bibnine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Bibnine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Chellal,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Chellal,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
